
Microsoft Corpo..,MSFT,"80,586,030",6.32,62.55,
Apple Inc.,AAPL,"168,398,270",5.98,36.02,
Amazon.com Inc.,AMZN,"4,670,559",3.69,18.39,
Tesla Inc,TSLA,"8,701,379",2.51,133.66,
Alphabet Inc. C..,GOOGL,"3,228,674",2.21,71.12,
Alphabet Inc. C..,GOOG,"3,021,248",2.07,71.69,
Meta Platforms ..,FB,"25,562,744",2.01,26.96,
NVIDIA Corporat..,NVDA,"26,722,970",1.64,145.63,
Berkshire Hatha..,BRK.B,"19,877,828",1.36,21.70,
JPMorgan Chase ..,JPM,"32,043,488",1.30,39.63,
